base_strategy,h2l_filter,case_id,complexity,P@5,R@5,F1@5,nDCG@5,MAP,MRR
naive_rag,OFF,TINY_MENTAL_01,simple,0.2,0.5,0.28571428571428575,0.8262346571285599,0.5714285714285714,1.0
naive_rag,OFF,TINY_HOMELESS_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_007,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_009,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
naive_rag,OFF,ADV_010,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_011,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_012,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_013,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_014,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_015,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_016,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_017,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_018,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_019,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,OFF,ADV_020,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,CHILD_004,moderate,0.4,0.5,0.4444444444444445,0.2800617028281894,0.6846590909090909,1.0
naive_rag,ON,ELDER_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ELDER_009,moderate,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693
naive_rag,ON,DISABLED_004,moderate,0.2,0.5,0.28571428571428575,0.3065735963827292,0.23333333333333334,0.3333333333333333
naive_rag,ON,DISABLED_006,moderate,0.4,0.3333333333333333,0.3636363636363636,0.5035741056528761,0.5794705294705295,1.0
naive_rag,ON,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333
naive_rag,ON,MENTAL_006,complex,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111
naive_rag,ON,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NCD_004,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
naive_rag,ON,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
naive_rag,ON,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,REHAB_002,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
naive_rag,ON,FINANCE_001,simple,0.2,0.3333333333333333,0.25,0.7262287617954056,0.4740740740740741,1.0
naive_rag,ON,LOVE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,FAMILY_001,moderate,0.4,1.0,0.5714285714285715,0.8503449055347546,0.7,1.0
naive_rag,ON,VIOLENCE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,CHILD_004_PAR_01,moderate,0.4,0.5,0.4444444444444445,0.2575785703353275,0.6488095238095237,1.0
naive_rag,ON,DISABLED_004_PAR_01,moderate,0.2,1.0,0.33333333333333337,0.38685280723454163,0.2,0.2
naive_rag,ON,DISABLED_006_PAR_01,moderate,0.4,0.4,0.4000000000000001,0.5846607834833523,0.6246503496503497,1.0
naive_rag,ON,MENTAL_008_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,SUBSTANCE_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NCD_001_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,FINANCE_001_PAR_01,simple,0.2,0.3333333333333333,0.25,0.7262287617954056,0.48333333333333334,1.0
naive_rag,ON,FAMILY_001_PAR_01,moderate,0.4,1.0,0.5714285714285715,0.8772153153380493,0.75,1.0
naive_rag,ON,HOMELESS_003_ESC_01,complex,0.4,1.0,0.5714285714285715,0.9197207891481876,0.8333333333333333,1.0
naive_rag,ON,ADV_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_003,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_005,moderate,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
naive_rag,ON,NEG_SH_POS,moderate,0.6,0.75,0.6666666666666665,0.75369761125927,0.7291666666666666,1.0
naive_rag,ON,NEG_SH_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_SM_POS,simple,0.4,0.5,0.4444444444444445,0.5585075862632192,0.6071428571428572,1.0
naive_rag,ON,NEG_SM_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_SL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_SL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_MH_POS,complex,0.4,0.4,0.4000000000000001,0.7072908790226796,0.5792424242424242,1.0
naive_rag,ON,NEG_MH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_MM_POS,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_MM_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_ML_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_ML_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_LH_POS,complex,0.6,0.75,0.6666666666666665,0.787702056960637,0.7928571428571429,1.0
naive_rag,ON,NEG_LH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_LM_POS,complex,0.0,0.0,0.0,0.0,0.16233766233766234,0.14285714285714285
naive_rag,ON,NEG_LM_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_LL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_LL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_SH_POS_V2,moderate,0.6,0.75,0.6666666666666665,0.75369761125927,0.6810897435897436,1.0
naive_rag,ON,NEG_SH_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_SM_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_SM_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_SL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_SL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_MH_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_MH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_MM_POS_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_MM_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_ML_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_ML_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_LH_POS_V2,complex,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
naive_rag,ON,NEG_LH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_LM_POS_V2,complex,0.2,0.5,0.28571428571428575,0.38685280723454163,0.34090909090909094,0.5
naive_rag,ON,NEG_LM_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_LL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,NEG_LL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,SHORT_ELDER_01,simple,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5
naive_rag,ON,SHORT_HOMELESS_01,simple,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667
naive_rag,ON,SHORT_MENTAL_01,simple,0.4,1.0,0.5714285714285715,0.9639404333166532,0.8333333333333333,1.0
naive_rag,ON,SHORT_CHILD_01,simple,0.6,0.5,0.5454545454545454,0.7227265726449519,0.7592592592592592,1.0
naive_rag,ON,SHORT_ABUSE_01,simple,0.4,0.6666666666666666,0.5,0.6713860725233041,0.6428571428571429,1.0
naive_rag,ON,TINY_ABUSE_01,simple,0.2,0.5,0.28571428571428575,0.3065735963827292,0.25,0.3333333333333333
naive_rag,ON,TINY_MENTAL_01,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
naive_rag,ON,TINY_HOMELESS_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_007,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_009,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
naive_rag,ON,ADV_010,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_011,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_012,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_013,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_014,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_015,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_016,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_017,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_018,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_019,moderate,0.0,0.0,0.0,0.0,0.0,0.0
naive_rag,ON,ADV_020,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,CHILD_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ELDER_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ELDER_009,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,DISABLED_004,moderate,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
hyde,OFF,DISABLED_006,moderate,0.2,0.3333333333333333,0.25,0.23958467719708867,0.27777777777777773,0.25
hyde,OFF,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.38685280723454163,0.2,0.2
hyde,OFF,MENTAL_006,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NCD_004,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
hyde,OFF,BEDRIDDEN_004,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,REHAB_002,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
hyde,OFF,FINANCE_001,simple,0.2,0.5,0.28571428571428575,0.8262346571285599,0.625,1.0
hyde,OFF,LOVE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,FAMILY_001,moderate,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667
hyde,OFF,VIOLENCE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,CHILD_004_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,DISABLED_004_PAR_01,moderate,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
hyde,OFF,DISABLED_006_PAR_01,moderate,0.4,1.0,0.5714285714285715,0.9327783893101107,0.7,1.0
hyde,OFF,MENTAL_008_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,SUBSTANCE_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NCD_001_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,FINANCE_001_PAR_01,simple,0.2,1.0,0.33333333333333337,0.6309297535714574,0.5,0.5
hyde,OFF,FAMILY_001_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,HOMELESS_003_ESC_01,complex,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
hyde,OFF,ADV_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_003,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_005,moderate,0.0,0.0,0.0,0.0,0.125,0.125
hyde,OFF,NEG_SH_POS,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SH_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SM_POS,simple,0.4,1.0,0.5714285714285715,0.5437713091520254,0.3666666666666667,0.3333333333333333
hyde,OFF,NEG_SM_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_MH_POS,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_MH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_MM_POS,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_MM_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_ML_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_ML_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LH_POS,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LM_POS,complex,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
hyde,OFF,NEG_LM_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SH_POS_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SH_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SM_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SM_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_SL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_MH_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_MH_NEG_V2,complex,0.2,1.0,0.33333333333333337,0.38685280723454163,0.2,0.2
hyde,OFF,NEG_MM_POS_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_MM_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_ML_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_ML_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LH_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LH_NEG_V2,complex,0.2,1.0,0.33333333333333337,0.38685280723454163,0.2,0.2
hyde,OFF,NEG_LM_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LM_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,NEG_LL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,SHORT_ELDER_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,SHORT_HOMELESS_01,simple,0.0,0.0,0.0,0.0,0.1388888888888889,0.1111111111111111
hyde,OFF,SHORT_MENTAL_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,SHORT_CHILD_01,simple,0.6,0.6,0.6,0.6164336326286644,0.6592857142857144,1.0
hyde,OFF,SHORT_ABUSE_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,TINY_ABUSE_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,TINY_MENTAL_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,TINY_HOMELESS_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_007,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_009,moderate,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667
hyde,OFF,ADV_010,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_011,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_012,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_013,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_014,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_015,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_016,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_017,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_018,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_019,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,OFF,ADV_020,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,CHILD_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ELDER_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ELDER_009,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,DISABLED_004,moderate,0.2,0.5,0.28571428571428575,0.3065735963827292,0.3333333333333333,0.3333333333333333
hyde,ON,DISABLED_006,moderate,0.2,0.3333333333333333,0.25,0.2781491965442198,0.22905982905982905,0.3333333333333333
hyde,ON,HOMELESS_003,simple,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
hyde,ON,MENTAL_006,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NCD_004,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
hyde,ON,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
hyde,ON,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,REHAB_002,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
hyde,ON,FINANCE_001,simple,0.2,0.3333333333333333,0.25,0.7262287617954056,0.4476190476190476,1.0
hyde,ON,LOVE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,FAMILY_001,moderate,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091
hyde,ON,VIOLENCE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,CHILD_004_PAR_01,moderate,0.2,0.5,0.28571428571428575,0.38685280723454163,0.3269230769230769,0.5
hyde,ON,DISABLED_004_PAR_01,moderate,0.0,0.0,0.0,0.0,0.17424242424242425,0.16666666666666666
hyde,ON,DISABLED_006_PAR_01,moderate,0.2,0.25,0.22222222222222224,0.2575785703353275,0.34047619047619043,0.3333333333333333
hyde,ON,MENTAL_008_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,SUBSTANCE_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NCD_001_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,FINANCE_001_PAR_01,simple,0.2,0.5,0.28571428571428575,0.52129602861432,0.34090909090909094,0.5
hyde,ON,FAMILY_001_PAR_01,moderate,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667
hyde,ON,HOMELESS_003_ESC_01,complex,0.2,0.5,0.28571428571428575,0.23719771276929622,0.2,0.2
hyde,ON,ADV_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_003,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SH_POS,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SH_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SM_POS,simple,0.2,0.3333333333333333,0.25,0.18154179253735267,0.273015873015873,0.2
hyde,ON,NEG_SM_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_MH_POS,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_MH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_MM_POS,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_MM_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_ML_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_ML_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LH_POS,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LM_POS,complex,0.0,0.0,0.0,0.0,0.14835164835164835,0.14285714285714285
hyde,ON,NEG_LM_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SH_POS_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SH_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SM_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SM_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_SL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_MH_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_MH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
hyde,ON,NEG_MM_POS_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_MM_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_ML_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_ML_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LH_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LH_NEG_V2,complex,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333
hyde,ON,NEG_LM_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LM_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,NEG_LL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,SHORT_ELDER_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,SHORT_HOMELESS_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,SHORT_MENTAL_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,SHORT_CHILD_01,simple,0.4,0.4,0.4000000000000001,0.34519134224686937,0.5192857142857144,0.5
hyde,ON,SHORT_ABUSE_01,simple,0.0,0.0,0.0,0.0,0.125,0.125
hyde,ON,TINY_ABUSE_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
