model,repeat,case_id,complexity,category,evaluation_slice,augmentation,augmentation_type,strategy,P@5,R@5,F1@5,DCG@5,IDCG@5,nDCG@5,P@10,R@10,F1@10,DCG@10,IDCG@10,nDCG@10,P@15,R@15,F1@15,DCG@15,IDCG@15,nDCG@15,MAP,MRR
qwen2.5:7b,1,IMPLICIT_3D4917,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,bm25_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_3D4917,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,naive_rag,0.0,0.0,0.0,0.0,3.0,0.0,0.1,1.0,0.18181818181818182,1.0,3.0,0.3333333333333333,0.06666666666666667,1.0,0.125,1.0,3.0,0.3333333333333333,0.14285714285714285,0.14285714285714285
qwen2.5:7b,1,IMPLICIT_3D4917,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_3D4917,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,basic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_3D4917,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,h2l-bm25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_3D4917,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,h2l-naive_rag,0.0,0.0,0.0,0.0,3.0,0.0,0.1,1.0,0.18181818181818182,1.0,3.0,0.3333333333333333,0.06666666666666667,1.0,0.125,1.0,3.0,0.3333333333333333,0.14285714285714285,0.14285714285714285
qwen2.5:7b,1,IMPLICIT_3D4917,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,h2l-hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_3D4917,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,h2l-hybrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_051F27,implicit_reasoning,เด็กและเยาวชน,,,original,bm25_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_051F27,implicit_reasoning,เด็กและเยาวชน,,,original,naive_rag,0.4,1.0,0.5714285714285715,3.3927892607143724,4.892789260714372,0.6934264036172708,0.2,1.0,0.33333333333333337,3.3927892607143724,4.892789260714372,0.6934264036172708,0.13333333333333333,1.0,0.23529411764705882,3.3927892607143724,4.892789260714372,0.6934264036172708,0.5833333333333333,0.5
qwen2.5:7b,1,IMPLICIT_051F27,implicit_reasoning,เด็กและเยาวชน,,,original,hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_051F27,implicit_reasoning,เด็กและเยาวชน,,,original,basic,0.4,1.0,0.5714285714285715,3.184818934934552,4.892789260714372,0.6509209298071326,0.2,1.0,0.33333333333333337,3.184818934934552,4.892789260714372,0.6509209298071326,0.13333333333333333,1.0,0.23529411764705882,3.184818934934552,4.892789260714372,0.6509209298071326,0.5,0.5
qwen2.5:7b,1,IMPLICIT_051F27,implicit_reasoning,เด็กและเยาวชน,,,original,h2l-bm25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_051F27,implicit_reasoning,เด็กและเยาวชน,,,original,h2l-naive_rag,0.4,1.0,0.5714285714285715,3.3927892607143724,4.892789260714372,0.6934264036172708,0.2,1.0,0.33333333333333337,3.3927892607143724,4.892789260714372,0.6934264036172708,0.13333333333333333,1.0,0.23529411764705882,3.3927892607143724,4.892789260714372,0.6934264036172708,0.5833333333333333,0.5
qwen2.5:7b,1,IMPLICIT_051F27,implicit_reasoning,เด็กและเยาวชน,,,original,h2l-hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_051F27,implicit_reasoning,เด็กและเยาวชน,,,original,h2l-hybrid,0.4,1.0,0.5714285714285715,3.184818934934552,4.892789260714372,0.6509209298071326,0.2,1.0,0.33333333333333337,3.184818934934552,4.892789260714372,0.6509209298071326,0.13333333333333333,1.0,0.23529411764705882,3.184818934934552,4.892789260714372,0.6509209298071326,0.5,0.5
qwen2.5:7b,1,IMPLICIT_C852D6,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,bm25_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_C852D6,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,naive_rag,0.2,0.5,0.28571428571428575,3.0,3.6309297535714578,0.8262346571285599,0.1,0.5,0.16666666666666669,3.0,3.6309297535714578,0.8262346571285599,0.13333333333333333,1.0,0.23529411764705882,3.2789429456511296,3.6309297535714578,0.9030587668147239,0.5909090909090909,1.0
qwen2.5:7b,1,IMPLICIT_C852D6,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_C852D6,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,basic,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.06666666666666667,1.0,0.125,0.7879486051115806,3.0,0.2626495350371935,0.07692307692307693,0.07692307692307693
qwen2.5:7b,1,IMPLICIT_C852D6,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,h2l-bm25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_C852D6,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,h2l-naive_rag,0.2,0.5,0.28571428571428575,3.0,3.6309297535714578,0.8262346571285599,0.1,0.5,0.16666666666666669,3.0,3.6309297535714578,0.8262346571285599,0.13333333333333333,1.0,0.23529411764705882,3.2789429456511296,3.6309297535714578,0.9030587668147239,0.5909090909090909,1.0
qwen2.5:7b,1,IMPLICIT_C852D6,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,h2l-hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_C852D6,implicit_reasoning,ผู้สูงอายุ/ผู้พิการ,,,original,h2l-hybrid,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.06666666666666667,1.0,0.125,0.7879486051115806,3.0,0.2626495350371935,0.07692307692307693,0.07692307692307693
qwen2.5:7b,1,IMPLICIT_C6497F,implicit_reasoning,ผู้ป่วยเรื้อรัง,,,original,bm25_only,0.2,1.0,0.33333333333333337,3.0,3.0,1.0,0.1,1.0,0.18181818181818182,3.0,3.0,1.0,0.06666666666666667,1.0,0.125,3.0,3.0,1.0,1.0,1.0
qwen2.5:7b,1,IMPLICIT_C6497F,implicit_reasoning,ผู้ป่วยเรื้อรัง,,,original,naive_rag,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,0.18181818181818182,0.3333333333333333,1.0,0.3333333333333333,0.06666666666666667,1.0,0.125,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285
qwen2.5:7b,1,IMPLICIT_C6497F,implicit_reasoning,ผู้ป่วยเรื้อรัง,,,original,hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_C6497F,implicit_reasoning,ผู้ป่วยเรื้อรัง,,,original,basic,0.2,1.0,0.33333333333333337,1.8927892607143724,3.0,0.6309297535714574,0.1,1.0,0.18181818181818182,1.8927892607143724,3.0,0.6309297535714574,0.06666666666666667,1.0,0.125,1.8927892607143724,3.0,0.6309297535714574,0.5,0.5
qwen2.5:7b,1,IMPLICIT_C6497F,implicit_reasoning,ผู้ป่วยเรื้อรัง,,,original,h2l-bm25,0.2,1.0,0.33333333333333337,1.5,3.0,0.5,0.1,1.0,0.18181818181818182,1.5,3.0,0.5,0.06666666666666667,1.0,0.125,1.5,3.0,0.5,0.3333333333333333,0.3333333333333333
qwen2.5:7b,1,IMPLICIT_C6497F,implicit_reasoning,ผู้ป่วยเรื้อรัง,,,original,h2l-naive_rag,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,0.18181818181818182,0.3333333333333333,1.0,0.3333333333333333,0.06666666666666667,1.0,0.125,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285
qwen2.5:7b,1,IMPLICIT_C6497F,implicit_reasoning,ผู้ป่วยเรื้อรัง,,,original,h2l-hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_C6497F,implicit_reasoning,ผู้ป่วยเรื้อรัง,,,original,h2l-hybrid,0.0,0.0,0.0,0.0,3.0,0.0,0.1,1.0,0.18181818181818182,0.9463946303571862,3.0,0.3154648767857287,0.06666666666666667,1.0,0.125,0.9463946303571862,3.0,0.3154648767857287,0.125,0.125
qwen2.5:7b,1,IMPLICIT_0372C0,implicit_reasoning,สตรีและครอบครัว,,,original,bm25_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_0372C0,implicit_reasoning,สตรีและครอบครัว,,,original,naive_rag,0.2,0.3333333333333333,0.25,1.5,6.392789260714372,0.23463936301137825,0.2,0.6666666666666666,0.30769230769230765,2.4030899869919438,6.392789260714372,0.3759063358712073,0.2,1.0,0.33333333333333337,3.213804450273903,6.392789260714372,0.5027233527036008,0.26851851851851855,0.3333333333333333
qwen2.5:7b,1,IMPLICIT_0372C0,implicit_reasoning,สตรีและครอบครัว,,,original,hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_0372C0,implicit_reasoning,สตรีและครอบครัว,,,original,basic,0.4,0.5,0.4444444444444445,3.0533476824179973,6.823465818787765,0.4474775375896065,0.3,0.75,0.4285714285714285,3.342412508735885,6.823465818787765,0.4898408810860999,0.26666666666666666,1.0,0.4210526315789474,4.179241345689275,6.823465818787765,0.612480732911731,0.3909090909090909,0.5
qwen2.5:7b,1,IMPLICIT_0372C0,implicit_reasoning,สตรีและครอบครัว,,,original,h2l-bm25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_0372C0,implicit_reasoning,สตรีและครอบครัว,,,original,h2l-naive_rag,0.4,1.0,0.5714285714285715,4.892789260714372,4.892789260714372,1.0,0.2,1.0,0.33333333333333337,4.892789260714372,4.892789260714372,1.0,0.13333333333333333,1.0,0.23529411764705882,4.892789260714372,4.892789260714372,1.0,1.0,1.0
qwen2.5:7b,1,IMPLICIT_0372C0,implicit_reasoning,สตรีและครอบครัว,,,original,h2l-hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen2.5:7b,1,IMPLICIT_0372C0,implicit_reasoning,สตรีและครอบครัว,,,original,h2l-hybrid,0.4,1.0,0.5714285714285715,3.3927892607143724,4.892789260714372,0.6934264036172708,0.2,1.0,0.33333333333333337,3.3927892607143724,4.892789260714372,0.6934264036172708,0.13333333333333333,1.0,0.23529411764705882,3.3927892607143724,4.892789260714372,0.6934264036172708,0.5833333333333333,0.5
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,CHILD_004,moderate,เด็กและเยาวชน,,,original,bm25_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,CHILD_004,moderate,เด็กและเยาวชน,,,original,naive_rag,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,1.0,0.125,0.26264953503719357,1.0,0.26264953503719357,0.07692307692307693,0.07692307692307693
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,CHILD_004,moderate,เด็กและเยาวชน,,,original,hyde,0.4,0.6666666666666666,0.5,1.9306765580733931,4.130929753571458,0.46737094873235197,0.3,1.0,0.4615384615384615,2.2640098914067264,4.130929753571458,0.5480630333762859,0.2,1.0,0.33333333333333337,2.2640098914067264,4.130929753571458,0.5480630333762859,0.42063492063492064,0.3333333333333333
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,CHILD_004,moderate,เด็กและเยาวชน,,,original,basic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,CHILD_004,moderate,เด็กและเยาวชน,,,original,h2l-bm25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,1.0,0.125,0.25,1.0,0.25,0.06666666666666667,0.06666666666666667
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,CHILD_004,moderate,เด็กและเยาวชน,,,original,h2l-naive_rag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,CHILD_004,moderate,เด็กและเยาวชน,,,original,h2l-hyde,0.2,0.3333333333333333,0.25,0.43067655807339306,4.130929753571458,0.10425656783464912,0.2,0.6666666666666666,0.30769230769230765,0.7640098914067264,4.130929753571458,0.18494865247858308,0.2,1.0,0.33333333333333337,1.531883965836173,4.130929753571458,0.37083273190781313,0.25,0.25
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,CHILD_004,moderate,เด็กและเยาวชน,,,original,h2l-hybrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_002,moderate,ผู้สูงอายุ,,,original,bm25_only,0.0,0.0,0.0,0.0,3.0,0.0,0.1,1.0,0.18181818181818182,1.0686215613240666,3.0,0.3562071871080222,0.06666666666666667,1.0,0.125,1.0686215613240666,3.0,0.3562071871080222,0.16666666666666666,0.16666666666666666
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_002,moderate,ผู้สูงอายุ,,,original,naive_rag,0.2,0.5,0.28571428571428575,1.1605584217036249,4.892789260714372,0.23719771276929622,0.1,0.5,0.16666666666666669,1.1605584217036249,4.892789260714372,0.23719771276929622,0.13333333333333333,1.0,0.23529411764705882,1.9485070268152054,4.892789260714372,0.39824053785850433,0.17692307692307693,0.2
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_002,moderate,ผู้สูงอายุ,,,original,hyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_002,moderate,ผู้สูงอายุ,,,original,basic,0.0,0.0,0.0,0.0,4.892789260714372,0.0,0.1,0.5,0.16666666666666669,1.0686215613240666,4.892789260714372,0.21840743681816419,0.13333333333333333,1.0,0.23529411764705882,1.8793360246060258,4.892789260714372,0.3841032025833937,0.16666666666666666,0.16666666666666666
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_002,moderate,ผู้สูงอายุ,,,original,h2l-bm25,0.2,1.0,0.33333333333333337,1.2920296742201793,3.0,0.4306765580733931,0.1,1.0,0.18181818181818182,1.2920296742201793,3.0,0.4306765580733931,0.06666666666666667,1.0,0.125,1.2920296742201793,3.0,0.4306765580733931,0.25,0.25
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_002,moderate,ผู้สูงอายุ,,,original,h2l-naive_rag,0.2,1.0,0.33333333333333337,1.1605584217036249,3.0,0.38685280723454163,0.1,1.0,0.18181818181818182,1.1605584217036249,3.0,0.38685280723454163,0.06666666666666667,1.0,0.125,1.1605584217036249,3.0,0.38685280723454163,0.2,0.2
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_002,moderate,ผู้สูงอายุ,,,original,h2l-hyde,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.06666666666666667,1.0,0.125,0.75,3.0,0.25,0.06666666666666667,0.06666666666666667
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_002,moderate,ผู้สูงอายุ,,,original,h2l-hybrid,0.0,0.0,0.0,0.0,4.892789260714372,0.0,0.1,0.5,0.16666666666666669,1.0,4.892789260714372,0.20438239758848614,0.13333333333333333,1.0,0.23529411764705882,1.8368288369533894,4.892789260714372,0.3754154816562042,0.16233766233766234,0.14285714285714285
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_009,moderate,ผู้สูงอายุ,,,original,bm25_only,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,0.18181818181818182,0.3333333333333333,1.0,0.3333333333333333,0.06666666666666667,1.0,0.125,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_009,moderate,ผู้สูงอายุ,,,original,naive_rag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_009,moderate,ผู้สูงอายุ,,,original,hyde,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.2890648263178879,0.06666666666666667,1.0,0.125,0.2890648263178879,1.0,0.2890648263178879,0.1,0.1
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_009,moderate,ผู้สูงอายุ,,,original,basic,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,0.18181818181818182,0.3010299956639812,1.0,0.3010299956639812,0.06666666666666667,1.0,0.125,0.3010299956639812,1.0,0.3010299956639812,0.1111111111111111,0.1111111111111111
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_009,moderate,ผู้สูงอายุ,,,original,h2l-bm25,0.2,1.0,0.33333333333333337,0.43067655807339306,1.0,0.43067655807339306,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.43067655807339306,0.06666666666666667,1.0,0.125,0.43067655807339306,1.0,0.43067655807339306,0.25,0.25
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_009,moderate,ผู้สูงอายุ,,,original,h2l-naive_rag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_009,moderate,ผู้สูงอายุ,,,original,h2l-hyde,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,0.18181818181818182,0.3562071871080222,1.0,0.3562071871080222,0.06666666666666667,1.0,0.125,0.3562071871080222,1.0,0.3562071871080222,0.16666666666666666,0.16666666666666666
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,ELDER_009,moderate,ผู้สูงอายุ,,,original,h2l-hybrid,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.2890648263178879,0.06666666666666667,1.0,0.125,0.2890648263178879,1.0,0.2890648263178879,0.1,0.1
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_004,moderate,คนพิการ,,,original,bm25_only,0.2,1.0,0.33333333333333337,1.8927892607143724,3.0,0.6309297535714574,0.1,1.0,0.18181818181818182,1.8927892607143724,3.0,0.6309297535714574,0.06666666666666667,1.0,0.125,1.8927892607143724,3.0,0.6309297535714574,0.5,0.5
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_004,moderate,คนพิการ,,,original,naive_rag,0.2,1.0,0.33333333333333337,1.2920296742201793,3.0,0.4306765580733931,0.1,1.0,0.18181818181818182,1.2920296742201793,3.0,0.4306765580733931,0.06666666666666667,1.0,0.125,1.2920296742201793,3.0,0.4306765580733931,0.25,0.25
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_004,moderate,คนพิการ,,,original,hyde,0.2,1.0,0.33333333333333337,1.1605584217036249,3.0,0.38685280723454163,0.1,1.0,0.18181818181818182,1.1605584217036249,3.0,0.38685280723454163,0.06666666666666667,1.0,0.125,1.1605584217036249,3.0,0.38685280723454163,0.2,0.2
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_004,moderate,คนพิการ,,,original,basic,0.2,1.0,0.33333333333333337,1.8927892607143724,3.0,0.6309297535714574,0.1,1.0,0.18181818181818182,1.8927892607143724,3.0,0.6309297535714574,0.06666666666666667,1.0,0.125,1.8927892607143724,3.0,0.6309297535714574,0.5,0.5
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_004,moderate,คนพิการ,,,original,h2l-bm25,0.2,1.0,0.33333333333333337,1.8927892607143724,3.0,0.6309297535714574,0.1,1.0,0.18181818181818182,1.8927892607143724,3.0,0.6309297535714574,0.06666666666666667,1.0,0.125,1.8927892607143724,3.0,0.6309297535714574,0.5,0.5
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_004,moderate,คนพิการ,,,original,h2l-naive_rag,0.2,1.0,0.33333333333333337,1.1605584217036249,3.0,0.38685280723454163,0.1,1.0,0.18181818181818182,1.1605584217036249,3.0,0.38685280723454163,0.06666666666666667,1.0,0.125,1.1605584217036249,3.0,0.38685280723454163,0.2,0.2
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_004,moderate,คนพิการ,,,original,h2l-hyde,0.0,0.0,0.0,0.0,3.0,0.0,0.1,1.0,0.18181818181818182,0.9030899869919436,3.0,0.3010299956639812,0.06666666666666667,1.0,0.125,0.9030899869919436,3.0,0.3010299956639812,0.1111111111111111,0.1111111111111111
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_004,moderate,คนพิการ,,,original,h2l-hybrid,0.2,1.0,0.33333333333333337,1.8927892607143724,3.0,0.6309297535714574,0.1,1.0,0.18181818181818182,1.8927892607143724,3.0,0.6309297535714574,0.06666666666666667,1.0,0.125,1.8927892607143724,3.0,0.6309297535714574,0.5,0.5
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_006,moderate,คนพิการ,,,original,bm25_only,0.0,0.0,0.0,0.0,3.6309297535714578,0.0,0.0,0.0,0.0,0.0,3.6309297535714578,0.0,0.13333333333333333,1.0,0.23529411764705882,1.1070669913807092,3.6309297535714578,0.30489903868059554,0.12878787878787878,0.09090909090909091
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_006,moderate,คนพิการ,,,original,naive_rag,0.0,0.0,0.0,0.0,4.130929753571458,0.0,0.2,0.6666666666666666,0.30769230769230765,1.2592971740999659,4.130929753571458,0.3048459424930239,0.2,1.0,0.33333333333333337,1.5219467091371595,4.130929753571458,0.36842715803175724,0.20655270655270655,0.16666666666666666
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_006,moderate,คนพิการ,,,original,hyde,0.2,0.3333333333333333,0.25,0.38685280723454163,2.1309297535714578,0.18154179253735267,0.2,0.6666666666666666,0.30769230769230765,0.6759176335524295,2.1309297535714578,0.3171937659698004,0.2,1.0,0.33333333333333337,0.9548605792035594,2.1309297535714578,0.4480957561379977,0.22424242424242424,0.2
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_006,moderate,คนพิการ,,,original,basic,0.2,0.5,0.28571428571428575,1.5,3.6309297535714578,0.41311732856427996,0.1,0.5,0.16666666666666669,1.5,3.6309297535714578,0.41311732856427996,0.13333333333333333,1.0,0.23529411764705882,1.7626495350371936,3.6309297535714578,0.48545404473975706,0.24358974358974358,0.3333333333333333
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_006,moderate,คนพิการ,,,original,h2l-bm25,0.0,0.0,0.0,0.0,3.6309297535714578,0.0,0.1,0.5,0.16666666666666669,1.0686215613240666,3.6309297535714578,0.2943107231069255,0.13333333333333333,1.0,0.23529411764705882,1.3312710963612602,3.6309297535714578,0.3666474392824026,0.16025641025641024,0.16666666666666666
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_006,moderate,คนพิการ,,,original,h2l-naive_rag,0.4,0.6666666666666666,0.5,1.591234979777018,4.130929753571458,0.38520020302966707,0.2,0.6666666666666666,0.30769230769230765,1.591234979777018,4.130929753571458,0.38520020302966707,0.2,1.0,0.33333333333333337,1.8538845148142116,4.130929753571458,0.4487814185684004,0.2935897435897436,0.25
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_006,moderate,คนพิการ,,,original,h2l-hyde,0.2,0.3333333333333333,0.25,1.2920296742201793,4.130929753571458,0.3127697035039474,0.2,0.6666666666666666,0.30769230769230765,1.6253630075535126,4.130929753571458,0.39346178814788135,0.2,1.0,0.33333333333333337,1.881321032363328,4.130929753571458,0.4554231479576247,0.25,0.25
scb10x/llama3.1-typhoon2-8b-instruct:latest,1,DISABLED_006,moderate,คนพิการ,,,original,h2l-hybrid,0.2,0.5,0.28571428571428575,1.2920296742201793,4.892789260714372,0.26406812257259094,0.1,0.5,0.16666666666666669,1.2920296742201793,4.892789260714372,0.26406812257259094,0.13333333333333333,1.0,0.23529411764705882,2.1027441375021385,4.892789260714372,0.4297638883378204,0.20833333333333331,0.25
